date_id,date,year,month,month_name,quarter,day,weekday,weekday_name,is_weekend
481,2019-04-26,2019,4,April,2,26,5,Friday,False
482,2019-04-27,2019,4,April,2,27,6,Saturday,True
483,2019-04-28,2019,4,April,2,28,7,Sunday,True
484,2019-04-29,2019,4,April,2,29,1,Monday,False
485,2019-04-30,2019,4,April,2,30,2,Tuesday,False
486,2019-05-01,2019,5,May,2,1,3,Wednesday,False
487,2019-05-02,2019,5,May,2,2,4,Thursday,False
488,2019-05-03,2019,5,May,2,3,5,Friday,False
489,2019-05-04,2019,5,May,2,4,6,Saturday,True
490,2019-05-05,2019,5,May,2,5,7,Sunday,True
491,2019-05-06,2019,5,May,2,6,1,Monday,False
492,2019-05-07,2019,5,May,2,7,2,Tuesday,False
493,2019-05-08,2019,5,May,2,8,3,Wednesday,False
494,2019-05-09,2019,5,May,2,9,4,Thursday,False
495,2019-05-10,2019,5,May,2,10,5,Friday,False
496,2019-05-11,2019,5,May,2,11,6,Saturday,True
497,2019-05-12,2019,5,May,2,12,7,Sunday,True
498,2019-05-13,2019,5,May,2,13,1,Monday,False
499,2019-05-14,2019,5,May,2,14,2,Tuesday,False
500,2019-05-15,2019,5,May,2,15,3,Wednesday,False
501,2019-05-16,2019,5,May,2,16,4,Thursday,False
502,2019-05-17,2019,5,May,2,17,5,Friday,False
503,2019-05-18,2019,5,May,2,18,6,Saturday,True
504,2019-05-19,2019,5,May,2,19,7,Sunday,True
505,2019-05-20,2019,5,May,2,20,1,Monday,False
506,2019-05-21,2019,5,May,2,21,2,Tuesday,False
507,2019-05-22,2019,5,May,2,22,3,Wednesday,False
508,2019-05-23,2019,5,May,2,23,4,Thursday,False
509,2019-05-24,2019,5,May,2,24,5,Friday,False
510,2019-05-25,2019,5,May,2,25,6,Saturday,True
511,2019-05-26,2019,5,May,2,26,7,Sunday,True
512,2019-05-27,2019,5,May,2,27,1,Monday,False
513,2019-05-28,2019,5,May,2,28,2,Tuesday,False
514,2019-05-29,2019,5,May,2,29,3,Wednesday,False
515,2019-05-30,2019,5,May,2,30,4,Thursday,False
516,2019-05-31,2019,5,May,2,31,5,Friday,False
517,2019-06-01,2019,6,June,2,1,6,Saturday,True
518,2019-06-02,2019,6,June,2,2,7,Sunday,True
519,2019-06-03,2019,6,June,2,3,1,Monday,False
520,2019-06-04,2019,6,June,2,4,2,Tuesday,False
521,2019-06-05,2019,6,June,2,5,3,Wednesday,False
522,2019-06-06,2019,6,June,2,6,4,Thursday,False
523,2019-06-07,2019,6,June,2,7,5,Friday,False
524,2019-06-08,2019,6,June,2,8,6,Saturday,True
525,2019-06-09,2019,6,June,2,9,7,Sunday,True
526,2019-06-10,2019,6,June,2,10,1,Monday,False
527,2019-06-11,2019,6,June,2,11,2,Tuesday,False
528,2019-06-12,2019,6,June,2,12,3,Wednesday,False
529,2019-06-13,2019,6,June,2,13,4,Thursday,False
530,2019-06-14,2019,6,June,2,14,5,Friday,False
531,2019-06-15,2019,6,June,2,15,6,Saturday,True
532,2019-06-16,2019,6,June,2,16,7,Sunday,True
533,2019-06-17,2019,6,June,2,17,1,Monday,False
534,2019-06-18,2019,6,June,2,18,2,Tuesday,False
535,2019-06-19,2019,6,June,2,19,3,Wednesday,False
536,2019-06-20,2019,6,June,2,20,4,Thursday,False
537,2019-06-21,2019,6,June,2,21,5,Friday,False
538,2019-06-22,2019,6,June,2,22,6,Saturday,True
539,2019-06-23,2019,6,June,2,23,7,Sunday,True
540,2019-06-24,2019,6,June,2,24,1,Monday,False
541,2019-06-25,2019,6,June,2,25,2,Tuesday,False
542,2019-06-26,2019,6,June,2,26,3,Wednesday,False
543,2019-06-27,2019,6,June,2,27,4,Thursday,False
544,2019-06-28,2019,6,June,2,28,5,Friday,False
545,2019-06-29,2019,6,June,2,29,6,Saturday,True
546,2019-06-30,2019,6,June,2,30,7,Sunday,True
547,2019-07-01,2019,7,July,3,1,1,Monday,False
548,2019-07-02,2019,7,July,3,2,2,Tuesday,False
549,2019-07-03,2019,7,July,3,3,3,Wednesday,False
550,2019-07-04,2019,7,July,3,4,4,Thursday,False
551,2019-07-05,2019,7,July,3,5,5,Friday,False
552,2019-07-06,2019,7,July,3,6,6,Saturday,True
553,2019-07-07,2019,7,July,3,7,7,Sunday,True
554,2019-07-08,2019,7,July,3,8,1,Monday,False
555,2019-07-09,2019,7,July,3,9,2,Tuesday,False
556,2019-07-10,2019,7,July,3,10,3,Wednesday,False
557,2019-07-11,2019,7,July,3,11,4,Thursday,False
558,2019-07-12,2019,7,July,3,12,5,Friday,False
559,2019-07-13,2019,7,July,3,13,6,Saturday,True
560,2019-07-14,2019,7,July,3,14,7,Sunday,True
561,2019-07-15,2019,7,July,3,15,1,Monday,False
562,2019-07-16,2019,7,July,3,16,2,Tuesday,False
563,2019-07-17,2019,7,July,3,17,3,Wednesday,False
564,2019-07-18,2019,7,July,3,18,4,Thursday,False
565,2019-07-19,2019,7,July,3,19,5,Friday,False
566,2019-07-20,2019,7,July,3,20,6,Saturday,True
567,2019-07-21,2019,7,July,3,21,7,Sunday,True
568,2019-07-22,2019,7,July,3,22,1,Monday,False
569,2019-07-23,2019,7,July,3,23,2,Tuesday,False
570,2019-07-24,2019,7,July,3,24,3,Wednesday,False
571,2019-07-25,2019,7,July,3,25,4,Thursday,False
572,2019-07-26,2019,7,July,3,26,5,Friday,False
573,2019-07-27,2019,7,July,3,27,6,Saturday,True
574,2019-07-28,2019,7,July,3,28,7,Sunday,True
575,2019-07-29,2019,7,July,3,29,1,Monday,False
576,2019-07-30,2019,7,July,3,30,2,Tuesday,False
577,2019-07-31,2019,7,July,3,31,3,Wednesday,False
578,2019-08-01,2019,8,August,3,1,4,Thursday,False
579,2019-08-02,2019,8,August,3,2,5,Friday,False
580,2019-08-03,2019,8,August,3,3,6,Saturday,True
581,2019-08-04,2019,8,August,3,4,7,Sunday,True
582,2019-08-05,2019,8,August,3,5,1,Monday,False
583,2019-08-06,2019,8,August,3,6,2,Tuesday,False
584,2019-08-07,2019,8,August,3,7,3,Wednesday,False
585,2019-08-08,2019,8,August,3,8,4,Thursday,False
586,2019-08-09,2019,8,August,3,9,5,Friday,False
587,2019-08-10,2019,8,August,3,10,6,Saturday,True
588,2019-08-11,2019,8,August,3,11,7,Sunday,True
589,2019-08-12,2019,8,August,3,12,1,Monday,False
590,2019-08-13,2019,8,August,3,13,2,Tuesday,False
591,2019-08-14,2019,8,August,3,14,3,Wednesday,False
592,2019-08-15,2019,8,August,3,15,4,Thursday,False
593,2019-08-16,2019,8,August,3,16,5,Friday,False
594,2019-08-17,2019,8,August,3,17,6,Saturday,True
595,2019-08-18,2019,8,August,3,18,7,Sunday,True
596,2019-08-19,2019,8,August,3,19,1,Monday,False
597,2019-08-20,2019,8,August,3,20,2,Tuesday,False
598,2019-08-21,2019,8,August,3,21,3,Wednesday,False
599,2019-08-22,2019,8,August,3,22,4,Thursday,False
600,2019-08-23,2019,8,August,3,23,5,Friday,False
601,2019-08-24,2019,8,August,3,24,6,Saturday,True
602,2019-08-25,2019,8,August,3,25,7,Sunday,True
603,2019-08-26,2019,8,August,3,26,1,Monday,False
604,2019-08-27,2019,8,August,3,27,2,Tuesday,False
605,2019-08-28,2019,8,August,3,28,3,Wednesday,False
606,2019-08-29,2019,8,August,3,29,4,Thursday,False
607,2019-08-30,2019,8,August,3,30,5,Friday,False
608,2019-08-31,2019,8,August,3,31,6,Saturday,True
609,2019-09-01,2019,9,September,3,1,7,Sunday,True
610,2019-09-02,2019,9,September,3,2,1,Monday,False
611,2019-09-03,2019,9,September,3,3,2,Tuesday,False
612,2019-09-04,2019,9,September,3,4,3,Wednesday,False
613,2019-09-05,2019,9,September,3,5,4,Thursday,False
614,2019-09-06,2019,9,September,3,6,5,Friday,False
615,2019-09-07,2019,9,September,3,7,6,Saturday,True
616,2019-09-08,2019,9,September,3,8,7,Sunday,True
617,2019-09-09,2019,9,September,3,9,1,Monday,False
618,2019-09-10,2019,9,September,3,10,2,Tuesday,False
619,2019-09-11,2019,9,September,3,11,3,Wednesday,False
620,2019-09-12,2019,9,September,3,12,4,Thursday,False
621,2019-09-13,2019,9,September,3,13,5,Friday,False
622,2019-09-14,2019,9,September,3,14,6,Saturday,True
623,2019-09-15,2019,9,September,3,15,7,Sunday,True
624,2019-09-16,2019,9,September,3,16,1,Monday,False
625,2019-09-17,2019,9,September,3,17,2,Tuesday,False
626,2019-09-18,2019,9,September,3,18,3,Wednesday,False
627,2019-09-19,2019,9,September,3,19,4,Thursday,False
628,2019-09-20,2019,9,September,3,20,5,Friday,False
629,2019-09-21,2019,9,September,3,21,6,Saturday,True
630,2019-09-22,2019,9,September,3,22,7,Sunday,True
631,2019-09-23,2019,9,September,3,23,1,Monday,False
632,2019-09-24,2019,9,September,3,24,2,Tuesday,False
633,2019-09-25,2019,9,September,3,25,3,Wednesday,False
634,2019-09-26,2019,9,September,3,26,4,Thursday,False
635,2019-09-27,2019,9,September,3,27,5,Friday,False
636,2019-09-28,2019,9,September,3,28,6,Saturday,True
637,2019-09-29,2019,9,September,3,29,7,Sunday,True
638,2019-09-30,2019,9,September,3,30,1,Monday,False
639,2019-10-01,2019,10,October,4,1,2,Tuesday,False
640,2019-10-02,2019,10,October,4,2,3,Wednesday,False
641,2019-10-03,2019,10,October,4,3,4,Thursday,False
642,2019-10-04,2019,10,October,4,4,5,Friday,False
643,2019-10-05,2019,10,October,4,5,6,Saturday,True
644,2019-10-06,2019,10,October,4,6,7,Sunday,True
645,2019-10-07,2019,10,October,4,7,1,Monday,False
646,2019-10-08,2019,10,October,4,8,2,Tuesday,False
647,2019-10-09,2019,10,October,4,9,3,Wednesday,False
648,2019-10-10,2019,10,October,4,10,4,Thursday,False
649,2019-10-11,2019,10,October,4,11,5,Friday,False
650,2019-10-12,2019,10,October,4,12,6,Saturday,True
651,2019-10-13,2019,10,October,4,13,7,Sunday,True
652,2019-10-14,2019,10,October,4,14,1,Monday,False
653,2019-10-15,2019,10,October,4,15,2,Tuesday,False
654,2019-10-16,2019,10,October,4,16,3,Wednesday,False
655,2019-10-17,2019,10,October,4,17,4,Thursday,False
656,2019-10-18,2019,10,October,4,18,5,Friday,False
657,2019-10-19,2019,10,October,4,19,6,Saturday,True
658,2019-10-20,2019,10,October,4,20,7,Sunday,True
659,2019-10-21,2019,10,October,4,21,1,Monday,False
660,2019-10-22,2019,10,October,4,22,2,Tuesday,False
661,2019-10-23,2019,10,October,4,23,3,Wednesday,False
662,2019-10-24,2019,10,October,4,24,4,Thursday,False
663,2019-10-25,2019,10,October,4,25,5,Friday,False
664,2019-10-26,2019,10,October,4,26,6,Saturday,True
665,2019-10-27,2019,10,October,4,27,7,Sunday,True
666,2019-10-28,2019,10,October,4,28,1,Monday,False
667,2019-10-29,2019,10,October,4,29,2,Tuesday,False
668,2019-10-30,2019,10,October,4,30,3,Wednesday,False
669,2019-10-31,2019,10,October,4,31,4,Thursday,False
670,2019-11-01,2019,11,November,4,1,5,Friday,False
671,2019-11-02,2019,11,November,4,2,6,Saturday,True
672,2019-11-03,2019,11,November,4,3,7,Sunday,True
673,2019-11-04,2019,11,November,4,4,1,Monday,False
674,2019-11-05,2019,11,November,4,5,2,Tuesday,False
675,2019-11-06,2019,11,November,4,6,3,Wednesday,False
676,2019-11-07,2019,11,November,4,7,4,Thursday,False
677,2019-11-08,2019,11,November,4,8,5,Friday,False
678,2019-11-09,2019,11,November,4,9,6,Saturday,True
679,2019-11-10,2019,11,November,4,10,7,Sunday,True
680,2019-11-11,2019,11,November,4,11,1,Monday,False
681,2019-11-12,2019,11,November,4,12,2,Tuesday,False
682,2019-11-13,2019,11,November,4,13,3,Wednesday,False
683,2019-11-14,2019,11,November,4,14,4,Thursday,False
684,2019-11-15,2019,11,November,4,15,5,Friday,False
685,2019-11-16,2019,11,November,4,16,6,Saturday,True
686,2019-11-17,2019,11,November,4,17,7,Sunday,True
687,2019-11-18,2019,11,November,4,18,1,Monday,False
688,2019-11-19,2019,11,November,4,19,2,Tuesday,False
689,2019-11-20,2019,11,November,4,20,3,Wednesday,False
690,2019-11-21,2019,11,November,4,21,4,Thursday,False
691,2019-11-22,2019,11,November,4,22,5,Friday,False
692,2019-11-23,2019,11,November,4,23,6,Saturday,True
693,2019-11-24,2019,11,November,4,24,7,Sunday,True
694,2019-11-25,2019,11,November,4,25,1,Monday,False
695,2019-11-26,2019,11,November,4,26,2,Tuesday,False
696,2019-11-27,2019,11,November,4,27,3,Wednesday,False
697,2019-11-28,2019,11,November,4,28,4,Thursday,False
698,2019-11-29,2019,11,November,4,29,5,Friday,False
699,2019-11-30,2019,11,November,4,30,6,Saturday,True
700,2019-12-01,2019,12,December,4,1,7,Sunday,True
701,2019-12-02,2019,12,December,4,2,1,Monday,False
702,2019-12-03,2019,12,December,4,3,2,Tuesday,False
703,2019-12-04,2019,12,December,4,4,3,Wednesday,False
704,2019-12-05,2019,12,December,4,5,4,Thursday,False
705,2019-12-06,2019,12,December,4,6,5,Friday,False
706,2019-12-07,2019,12,December,4,7,6,Saturday,True
707,2019-12-08,2019,12,December,4,8,7,Sunday,True
708,2019-12-09,2019,12,December,4,9,1,Monday,False
709,2019-12-10,2019,12,December,4,10,2,Tuesday,False
710,2019-12-11,2019,12,December,4,11,3,Wednesday,False
711,2019-12-12,2019,12,December,4,12,4,Thursday,False
712,2019-12-13,2019,12,December,4,13,5,Friday,False
713,2019-12-14,2019,12,December,4,14,6,Saturday,True
714,2019-12-15,2019,12,December,4,15,7,Sunday,True
715,2019-12-16,2019,12,December,4,16,1,Monday,False
716,2019-12-17,2019,12,December,4,17,2,Tuesday,False
717,2019-12-18,2019,12,December,4,18,3,Wednesday,False
718,2019-12-19,2019,12,December,4,19,4,Thursday,False
719,2019-12-20,2019,12,December,4,20,5,Friday,False
720,2019-12-21,2019,12,December,4,21,6,Saturday,True
721,2019-12-22,2019,12,December,4,22,7,Sunday,True
722,2019-12-23,2019,12,December,4,23,1,Monday,False
723,2019-12-24,2019,12,December,4,24,2,Tuesday,False
724,2019-12-25,2019,12,December,4,25,3,Wednesday,False
725,2019-12-26,2019,12,December,4,26,4,Thursday,False
726,2019-12-27,2019,12,December,4,27,5,Friday,False
727,2019-12-28,2019,12,December,4,28,6,Saturday,True
728,2019-12-29,2019,12,December,4,29,7,Sunday,True
729,2019-12-30,2019,12,December,4,30,1,Monday,False
730,2019-12-31,2019,12,December,4,31,2,Tuesday,False
731,2020-01-01,2020,1,January,1,1,3,Wednesday,False
732,2020-01-02,2020,1,January,1,2,4,Thursday,False
733,2020-01-03,2020,1,January,1,3,5,Friday,False
734,2020-01-04,2020,1,January,1,4,6,Saturday,True
735,2020-01-05,2020,1,January,1,5,7,Sunday,True
736,2020-01-06,2020,1,January,1,6,1,Monday,False
737,2020-01-07,2020,1,January,1,7,2,Tuesday,False
738,2020-01-08,2020,1,January,1,8,3,Wednesday,False
739,2020-01-09,2020,1,January,1,9,4,Thursday,False
740,2020-01-10,2020,1,January,1,10,5,Friday,False
741,2020-01-11,2020,1,January,1,11,6,Saturday,True
742,2020-01-12,2020,1,January,1,12,7,Sunday,True
743,2020-01-13,2020,1,January,1,13,1,Monday,False
744,2020-01-14,2020,1,January,1,14,2,Tuesday,False
745,2020-01-15,2020,1,January,1,15,3,Wednesday,False
746,2020-01-16,2020,1,January,1,16,4,Thursday,False
747,2020-01-17,2020,1,January,1,17,5,Friday,False
748,2020-01-18,2020,1,January,1,18,6,Saturday,True
749,2020-01-19,2020,1,January,1,19,7,Sunday,True
750,2020-01-20,2020,1,January,1,20,1,Monday,False
751,2020-01-21,2020,1,January,1,21,2,Tuesday,False
752,2020-01-22,2020,1,January,1,22,3,Wednesday,False
753,2020-01-23,2020,1,January,1,23,4,Thursday,False
754,2020-01-24,2020,1,January,1,24,5,Friday,False
755,2020-01-25,2020,1,January,1,25,6,Saturday,True
756,2020-01-26,2020,1,January,1,26,7,Sunday,True
757,2020-01-27,2020,1,January,1,27,1,Monday,False
758,2020-01-28,2020,1,January,1,28,2,Tuesday,False
759,2020-01-29,2020,1,January,1,29,3,Wednesday,False
760,2020-01-30,2020,1,January,1,30,4,Thursday,False
761,2020-01-31,2020,1,January,1,31,5,Friday,False
762,2020-02-01,2020,2,February,1,1,6,Saturday,True
763,2020-02-02,2020,2,February,1,2,7,Sunday,True
764,2020-02-03,2020,2,February,1,3,1,Monday,False
765,2020-02-04,2020,2,February,1,4,2,Tuesday,False
766,2020-02-05,2020,2,February,1,5,3,Wednesday,False
767,2020-02-06,2020,2,February,1,6,4,Thursday,False
768,2020-02-07,2020,2,February,1,7,5,Friday,False
769,2020-02-08,2020,2,February,1,8,6,Saturday,True
770,2020-02-09,2020,2,February,1,9,7,Sunday,True
771,2020-02-10,2020,2,February,1,10,1,Monday,False
772,2020-02-11,2020,2,February,1,11,2,Tuesday,False
773,2020-02-12,2020,2,February,1,12,3,Wednesday,False
774,2020-02-13,2020,2,February,1,13,4,Thursday,False
775,2020-02-14,2020,2,February,1,14,5,Friday,False
776,2020-02-15,2020,2,February,1,15,6,Saturday,True
777,2020-02-16,2020,2,February,1,16,7,Sunday,True
778,2020-02-17,2020,2,February,1,17,1,Monday,False
779,2020-02-18,2020,2,February,1,18,2,Tuesday,False
780,2020-02-19,2020,2,February,1,19,3,Wednesday,False
781,2020-02-20,2020,2,February,1,20,4,Thursday,False
782,2020-02-21,2020,2,February,1,21,5,Friday,False
783,2020-02-22,2020,2,February,1,22,6,Saturday,True
784,2020-02-23,2020,2,February,1,23,7,Sunday,True
785,2020-02-24,2020,2,February,1,24,1,Monday,False
786,2020-02-25,2020,2,February,1,25,2,Tuesday,False
787,2020-02-26,2020,2,February,1,26,3,Wednesday,False
788,2020-02-27,2020,2,February,1,27,4,Thursday,False
789,2020-02-28,2020,2,February,1,28,5,Friday,False
790,2020-02-29,2020,2,February,1,29,6,Saturday,True
791,2020-03-01,2020,3,March,1,1,7,Sunday,True
792,2020-03-02,2020,3,March,1,2,1,Monday,False
793,2020-03-03,2020,3,March,1,3,2,Tuesday,False
794,2020-03-04,2020,3,March,1,4,3,Wednesday,False
795,2020-03-05,2020,3,March,1,5,4,Thursday,False
796,2020-03-06,2020,3,March,1,6,5,Friday,False
797,2020-03-07,2020,3,March,1,7,6,Saturday,True
798,2020-03-08,2020,3,March,1,8,7,Sunday,True
799,2020-03-09,2020,3,March,1,9,1,Monday,False
800,2020-03-10,2020,3,March,1,10,2,Tuesday,False
801,2020-03-11,2020,3,March,1,11,3,Wednesday,False
802,2020-03-12,2020,3,March,1,12,4,Thursday,False
803,2020-03-13,2020,3,March,1,13,5,Friday,False
804,2020-03-14,2020,3,March,1,14,6,Saturday,True
805,2020-03-15,2020,3,March,1,15,7,Sunday,True
806,2020-03-16,2020,3,March,1,16,1,Monday,False
807,2020-03-17,2020,3,March,1,17,2,Tuesday,False
808,2020-03-18,2020,3,March,1,18,3,Wednesday,False
809,2020-03-19,2020,3,March,1,19,4,Thursday,False
810,2020-03-20,2020,3,March,1,20,5,Friday,False
811,2020-03-21,2020,3,March,1,21,6,Saturday,True
812,2020-03-22,2020,3,March,1,22,7,Sunday,True
813,2020-03-23,2020,3,March,1,23,1,Monday,False
814,2020-03-24,2020,3,March,1,24,2,Tuesday,False
815,2020-03-25,2020,3,March,1,25,3,Wednesday,False
816,2020-03-26,2020,3,March,1,26,4,Thursday,False
817,2020-03-27,2020,3,March,1,27,5,Friday,False
818,2020-03-28,2020,3,March,1,28,6,Saturday,True
819,2020-03-29,2020,3,March,1,29,7,Sunday,True
820,2020-03-30,2020,3,March,1,30,1,Monday,False
821,2020-03-31,2020,3,March,1,31,2,Tuesday,False
822,2020-04-01,2020,4,April,2,1,3,Wednesday,False
823,2020-04-02,2020,4,April,2,2,4,Thursday,False
824,2020-04-03,2020,4,April,2,3,5,Friday,False
825,2020-04-04,2020,4,April,2,4,6,Saturday,True
826,2020-04-05,2020,4,April,2,5,7,Sunday,True
827,2020-04-06,2020,4,April,2,6,1,Monday,False
828,2020-04-07,2020,4,April,2,7,2,Tuesday,False
829,2020-04-08,2020,4,April,2,8,3,Wednesday,False
830,2020-04-09,2020,4,April,2,9,4,Thursday,False
831,2020-04-10,2020,4,April,2,10,5,Friday,False
832,2020-04-11,2020,4,April,2,11,6,Saturday,True
833,2020-04-12,2020,4,April,2,12,7,Sunday,True
834,2020-04-13,2020,4,April,2,13,1,Monday,False
835,2020-04-14,2020,4,April,2,14,2,Tuesday,False
836,2020-04-15,2020,4,April,2,15,3,Wednesday,False
837,2020-04-16,2020,4,April,2,16,4,Thursday,False
838,2020-04-17,2020,4,April,2,17,5,Friday,False
839,2020-04-18,2020,4,April,2,18,6,Saturday,True
840,2020-04-19,2020,4,April,2,19,7,Sunday,True
841,2020-04-20,2020,4,April,2,20,1,Monday,False
842,2020-04-21,2020,4,April,2,21,2,Tuesday,False
843,2020-04-22,2020,4,April,2,22,3,Wednesday,False
844,2020-04-23,2020,4,April,2,23,4,Thursday,False
845,2020-04-24,2020,4,April,2,24,5,Friday,False
846,2020-04-25,2020,4,April,2,25,6,Saturday,True
847,2020-04-26,2020,4,April,2,26,7,Sunday,True
848,2020-04-27,2020,4,April,2,27,1,Monday,False
849,2020-04-28,2020,4,April,2,28,2,Tuesday,False
850,2020-04-29,2020,4,April,2,29,3,Wednesday,False
851,2020-04-30,2020,4,April,2,30,4,Thursday,False
852,2020-05-01,2020,5,May,2,1,5,Friday,False
853,2020-05-02,2020,5,May,2,2,6,Saturday,True
854,2020-05-03,2020,5,May,2,3,7,Sunday,True
855,2020-05-04,2020,5,May,2,4,1,Monday,False
856,2020-05-05,2020,5,May,2,5,2,Tuesday,False
857,2020-05-06,2020,5,May,2,6,3,Wednesday,False
858,2020-05-07,2020,5,May,2,7,4,Thursday,False
859,2020-05-08,2020,5,May,2,8,5,Friday,False
860,2020-05-09,2020,5,May,2,9,6,Saturday,True
861,2020-05-10,2020,5,May,2,10,7,Sunday,True
862,2020-05-11,2020,5,May,2,11,1,Monday,False
863,2020-05-12,2020,5,May,2,12,2,Tuesday,False
864,2020-05-13,2020,5,May,2,13,3,Wednesday,False
865,2020-05-14,2020,5,May,2,14,4,Thursday,False
866,2020-05-15,2020,5,May,2,15,5,Friday,False
867,2020-05-16,2020,5,May,2,16,6,Saturday,True
868,2020-05-17,2020,5,May,2,17,7,Sunday,True
869,2020-05-18,2020,5,May,2,18,1,Monday,False
870,2020-05-19,2020,5,May,2,19,2,Tuesday,False
871,2020-05-20,2020,5,May,2,20,3,Wednesday,False
872,2020-05-21,2020,5,May,2,21,4,Thursday,False
873,2020-05-22,2020,5,May,2,22,5,Friday,False
874,2020-05-23,2020,5,May,2,23,6,Saturday,True
875,2020-05-24,2020,5,May,2,24,7,Sunday,True
876,2020-05-25,2020,5,May,2,25,1,Monday,False
877,2020-05-26,2020,5,May,2,26,2,Tuesday,False
878,2020-05-27,2020,5,May,2,27,3,Wednesday,False
879,2020-05-28,2020,5,May,2,28,4,Thursday,False
880,2020-05-29,2020,5,May,2,29,5,Friday,False
881,2020-05-30,2020,5,May,2,30,6,Saturday,True
882,2020-05-31,2020,5,May,2,31,7,Sunday,True
883,2020-06-01,2020,6,June,2,1,1,Monday,False
884,2020-06-02,2020,6,June,2,2,2,Tuesday,False
885,2020-06-03,2020,6,June,2,3,3,Wednesday,False
886,2020-06-04,2020,6,June,2,4,4,Thursday,False
887,2020-06-05,2020,6,June,2,5,5,Friday,False
888,2020-06-06,2020,6,June,2,6,6,Saturday,True
889,2020-06-07,2020,6,June,2,7,7,Sunday,True
890,2020-06-08,2020,6,June,2,8,1,Monday,False
891,2020-06-09,2020,6,June,2,9,2,Tuesday,False
892,2020-06-10,2020,6,June,2,10,3,Wednesday,False
893,2020-06-11,2020,6,June,2,11,4,Thursday,False
894,2020-06-12,2020,6,June,2,12,5,Friday,False
895,2020-06-13,2020,6,June,2,13,6,Saturday,True
896,2020-06-14,2020,6,June,2,14,7,Sunday,True
897,2020-06-15,2020,6,June,2,15,1,Monday,False
898,2020-06-16,2020,6,June,2,16,2,Tuesday,False
899,2020-06-17,2020,6,June,2,17,3,Wednesday,False
900,2020-06-18,2020,6,June,2,18,4,Thursday,False
901,2020-06-19,2020,6,June,2,19,5,Friday,False
902,2020-06-20,2020,6,June,2,20,6,Saturday,True
903,2020-06-21,2020,6,June,2,21,7,Sunday,True
904,2020-06-22,2020,6,June,2,22,1,Monday,False
905,2020-06-23,2020,6,June,2,23,2,Tuesday,False
906,2020-06-24,2020,6,June,2,24,3,Wednesday,False
907,2020-06-25,2020,6,June,2,25,4,Thursday,False
908,2020-06-26,2020,6,June,2,26,5,Friday,False
909,2020-06-27,2020,6,June,2,27,6,Saturday,True
910,2020-06-28,2020,6,June,2,28,7,Sunday,True
911,2020-06-29,2020,6,June,2,29,1,Monday,False
912,2020-06-30,2020,6,June,2,30,2,Tuesday,False
913,2020-07-01,2020,7,July,3,1,3,Wednesday,False
914,2020-07-02,2020,7,July,3,2,4,Thursday,False
915,2020-07-03,2020,7,July,3,3,5,Friday,False
916,2020-07-04,2020,7,July,3,4,6,Saturday,True
917,2020-07-05,2020,7,July,3,5,7,Sunday,True
918,2020-07-06,2020,7,July,3,6,1,Monday,False
919,2020-07-07,2020,7,July,3,7,2,Tuesday,False
920,2020-07-08,2020,7,July,3,8,3,Wednesday,False
921,2020-07-09,2020,7,July,3,9,4,Thursday,False
922,2020-07-10,2020,7,July,3,10,5,Friday,False
923,2020-07-11,2020,7,July,3,11,6,Saturday,True
924,2020-07-12,2020,7,July,3,12,7,Sunday,True
925,2020-07-13,2020,7,July,3,13,1,Monday,False
926,2020-07-14,2020,7,July,3,14,2,Tuesday,False
927,2020-07-15,2020,7,July,3,15,3,Wednesday,False
928,2020-07-16,2020,7,July,3,16,4,Thursday,False
929,2020-07-17,2020,7,July,3,17,5,Friday,False
930,2020-07-18,2020,7,July,3,18,6,Saturday,True
931,2020-07-19,2020,7,July,3,19,7,Sunday,True
932,2020-07-20,2020,7,July,3,20,1,Monday,False
933,2020-07-21,2020,7,July,3,21,2,Tuesday,False
934,2020-07-22,2020,7,July,3,22,3,Wednesday,False
935,2020-07-23,2020,7,July,3,23,4,Thursday,False
936,2020-07-24,2020,7,July,3,24,5,Friday,False
937,2020-07-25,2020,7,July,3,25,6,Saturday,True
938,2020-07-26,2020,7,July,3,26,7,Sunday,True
939,2020-07-27,2020,7,July,3,27,1,Monday,False
940,2020-07-28,2020,7,July,3,28,2,Tuesday,False
941,2020-07-29,2020,7,July,3,29,3,Wednesday,False
942,2020-07-30,2020,7,July,3,30,4,Thursday,False
943,2020-07-31,2020,7,July,3,31,5,Friday,False
944,2020-08-01,2020,8,August,3,1,6,Saturday,True
945,2020-08-02,2020,8,August,3,2,7,Sunday,True
946,2020-08-03,2020,8,August,3,3,1,Monday,False
947,2020-08-04,2020,8,August,3,4,2,Tuesday,False
948,2020-08-05,2020,8,August,3,5,3,Wednesday,False
949,2020-08-06,2020,8,August,3,6,4,Thursday,False
950,2020-08-07,2020,8,August,3,7,5,Friday,False
951,2020-08-08,2020,8,August,3,8,6,Saturday,True
952,2020-08-09,2020,8,August,3,9,7,Sunday,True
953,2020-08-10,2020,8,August,3,10,1,Monday,False
954,2020-08-11,2020,8,August,3,11,2,Tuesday,False
955,2020-08-12,2020,8,August,3,12,3,Wednesday,False
956,2020-08-13,2020,8,August,3,13,4,Thursday,False
957,2020-08-14,2020,8,August,3,14,5,Friday,False
958,2020-08-15,2020,8,August,3,15,6,Saturday,True
959,2020-08-16,2020,8,August,3,16,7,Sunday,True
960,2020-08-17,2020,8,August,3,17,1,Monday,False
961,2020-08-18,2020,8,August,3,18,2,Tuesday,False
